"LANG","ITEM","skflavor","suflavor","nsflavor","npiflavor","fciflavor","nqflavor","Haspelmath","type"
"fl4996","fl4996-1",0,0,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl4997","fl4997-1",0,1,1,1,0,0,"Haspel-ok","Haspel-ok"
"fl4997","fl4997-2",0,0,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl4997","fl4997-3",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl4997","fl4997-4",1,0,0,0,0,1,"Haspel-ok","Haspel-ok"
"fl4997","fl4997-5",0,0,0,1,0,1,"Haspel-ok","Haspel-ok"
"fl4997","fl4997-6",0,1,1,1,0,1,"Haspel-ok","Haspel-ok"
"fl4997","fl4997-7",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl4998","fl4998-1",0,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl4998","fl4998-2",0,0,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl4998","fl4998-3",1,0,0,1,0,0,"Haspel-ok","Haspel-ok"
"fl4998","fl4998-4",1,0,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl4998","fl4998-5",0,0,1,1,1,1,"Haspel-ok","Haspel-ok"
"fl4999","fl4999-1",0,1,1,0,0,1,"Haspel-ok","Haspel-ok"
"fl5000","fl5000-1",0,1,1,1,1,0,"Haspel-ok","Haspel-ok"
"fl5000","fl5000-2",1,1,0,0,0,0,"Haspel-ok","Haspel-ok"
"fl5001","fl5001-1",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5001","fl5001-2",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5001","fl5001-3",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5002","fl5002-1",1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5002","fl5002-2",1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5002","fl5002-3",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5002","fl5002-4",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5002","fl5002-5",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5003","fl5003-1",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5003","fl5003-2",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5003","fl5003-3",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5003","fl5003-4",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5004","fl5004-1",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5004","fl5004-2",0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5004","fl5004-3",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5004","fl5004-4",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5005","fl5005-1",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5005","fl5005-2",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5006","fl5006-1",0,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5006","fl5006-2",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5007","fl5007-1",0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5007","fl5007-2",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5007","fl5007-3",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5007","fl5007-4",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5007","fl5007-5",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5007","fl5007-6",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5008","fl5008-1",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5008","fl5008-2",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5008","fl5008-3",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5008","fl5008-4",1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5008","fl5008-5",1,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5009","fl5009-1",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5009","fl5009-2",0,0,1,0,1,1,"Haspel-ok","Not Haspel-ok"
"fl5009","fl5009-3",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5009","fl5009-4",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5009","fl5009-5",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5009","fl5009-6",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5010","fl5010-1",0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5010","fl5010-2",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5010","fl5010-3",1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5010","fl5010-4",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5010","fl5010-5",1,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5010","fl5010-6",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5011","fl5011-1",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5011","fl5011-2",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5011","fl5011-3",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5011","fl5011-4",0,0,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl5011","fl5011-5",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5012","fl5012-1",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5012","fl5012-2",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5012","fl5012-3",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5012","fl5012-4",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5012","fl5012-5",0,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5012","fl5012-6",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5012","fl5012-7",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5013","fl5013-1",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5013","fl5013-2",0,0,1,1,0,1,"Haspel-ok","Not Haspel-ok"
"fl5013","fl5013-3",1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5013","fl5013-4",1,0,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5013","fl5013-5",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5013","fl5013-6",1,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5014","fl5014-1",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5014","fl5014-2",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5014","fl5014-3",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5014","fl5014-4",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5014","fl5014-5",0,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5014","fl5014-6",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5015","fl5015-1",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5015","fl5015-2",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5015","fl5015-3",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5015","fl5015-4",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5015","fl5015-5",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5016","fl5016-1",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5016","fl5016-2",0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5016","fl5016-3",0,0,1,1,0,1,"Haspel-ok","Not Haspel-ok"
"fl5017","fl5017-1",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5018","fl5018-1",0,0,0,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl5018","fl5018-2",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5018","fl5018-3",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl5019","fl5019-1",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5019","fl5019-2",0,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5019","fl5019-3",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5019","fl5019-4",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5019","fl5019-5",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5019","fl5019-6",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5019","fl5019-7",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5020","fl5020-1",1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5020","fl5020-2",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5021","fl5021-1",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5021","fl5021-2",0,1,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5021","fl5021-3",0,0,1,0,1,1,"Haspel-ok","Not Haspel-ok"
"fl5021","fl5021-4",1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5021","fl5021-5",0,0,1,0,1,0,"Haspel-ok","Not Haspel-ok"
"fl5021","fl5021-6",1,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl5021","fl5021-7",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5022","fl5022-1",0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5022","fl5022-2",0,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5022","fl5022-3",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5023","fl5023-1",1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5024","fl5024-1",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5024","fl5024-2",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5024","fl5024-3",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5024","fl5024-4",0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5024","fl5024-5",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5025","fl5025-1",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5025","fl5025-2",0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5025","fl5025-3",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5025","fl5025-4",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5025","fl5025-5",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5026","fl5026-1",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5026","fl5026-2",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5026","fl5026-3",0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5026","fl5026-4",1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5026","fl5026-5",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5027","fl5027-1",0,0,0,0,1,1,"Haspel-ok","Not Haspel-ok"
"fl5027","fl5027-2",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5027","fl5027-3",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5027","fl5027-4",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5027","fl5027-5",1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5027","fl5027-6",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5028","fl5028-1",1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5028","fl5028-2",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5029","fl5029-1",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5029","fl5029-2",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5030","fl5030-1",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5030","fl5030-2",0,0,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5031","fl5031-1",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5031","fl5031-2",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5031","fl5031-3",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5031","fl5031-4",0,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5031","fl5031-5",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl5032","fl5032-1",0,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5032","fl5032-2",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5033","fl5033-1",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl5033","fl5033-2",1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5033","fl5033-3",1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5033","fl5033-4",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5033","fl5033-5",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5034","fl5034-1",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5034","fl5034-2",0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5034","fl5034-3",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5034","fl5034-4",1,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl5034","fl5034-5",1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5034","fl5034-6",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5035","fl5035-1",1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5036","fl5036-1",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5037","fl5037-1",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5038","fl5038-1",0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5038","fl5038-2",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5038","fl5038-3",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5038","fl5038-4",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5038","fl5038-5",0,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5038","fl5038-6",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5038","fl5038-7",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5039","fl5039-1",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5039","fl5039-2",1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5039","fl5039-3",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5039","fl5039-4",0,1,0,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl5039","fl5039-5",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5040","fl5040-1",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5040","fl5040-2",1,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5040","fl5040-3",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5040","fl5040-4",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5041","fl5041-1",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5041","fl5041-2",0,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5041","fl5041-3",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5041","fl5041-4",1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl5041","fl5041-5",0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5041","fl5041-6",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5042","fl5042-1",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5042","fl5042-2",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5042","fl5042-3",1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl5042","fl5042-4",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5042","fl5042-5",1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5043","fl5043-1",0,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl5043","fl5043-2",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5043","fl5043-3",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5044","fl5044-1",0,0,0,1,1,1,"Haspel-ok","Not Haspel-ok"
"fl5044","fl5044-2",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5044","fl5044-3",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5044","fl5044-4",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5044","fl5044-5",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5045","fl5045-1",0,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5045","fl5045-2",0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5046","fl5046-1",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5046","fl5046-2",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5046","fl5046-3",1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5047","fl5047-1",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5047","fl5047-2",1,1,1,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl5048","fl5048-1",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5049","fl5049-1",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5049","fl5049-2",0,1,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl5049","fl5049-3",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5049","fl5049-4",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5050","fl5050-1",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5050","fl5050-2",0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5050","fl5050-3",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5050","fl5050-4",1,0,0,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5050","fl5050-5",0,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5050","fl5050-6",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5050","fl5050-7",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5051","fl5051-1",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5051","fl5051-2",1,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl5051","fl5051-3",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5051","fl5051-4",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5051","fl5051-5",1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5051","fl5051-6",0,0,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl5051","fl5051-7",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5052","fl5052-1",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5052","fl5052-2",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5052","fl5052-3",1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl5053","fl5053-1",0,0,1,1,1,1,"Haspel-ok","Not Haspel-ok"
"fl5053","fl5053-2",0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5053","fl5053-3",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5053","fl5053-4",0,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5053","fl5053-5",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5054","fl5054-1",0,1,1,0,1,0,"Haspel-ok","Not Haspel-ok"
"fl5054","fl5054-2",0,1,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl5054","fl5054-3",1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5054","fl5054-4",0,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5055","fl5055-1",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5055","fl5055-2",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5055","fl5055-3",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5055","fl5055-4",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5055","fl5055-5",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl5056","fl5056-1",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5056","fl5056-2",1,1,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl5056","fl5056-3",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5057","fl5057-1",1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5057","fl5057-2",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5058","fl5058-1",0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl5058","fl5058-2",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5059","fl5059-1",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5059","fl5059-2",0,0,1,1,0,1,"Haspel-ok","Not Haspel-ok"
"fl5059","fl5059-3",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5059","fl5059-4",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5059","fl5059-5",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5060","fl5060-1",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5060","fl5060-2",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5060","fl5060-3",1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5060","fl5060-4",0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5060","fl5060-5",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5060","fl5060-6",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5060","fl5060-7",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5061","fl5061-1",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5061","fl5061-2",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5061","fl5061-3",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5061","fl5061-4",1,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl5062","fl5062-1",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5062","fl5062-2",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5062","fl5062-3",1,0,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5062","fl5062-4",1,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5062","fl5062-5",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5063","fl5063-1",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5063","fl5063-2",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5063","fl5063-3",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5063","fl5063-4",1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5064","fl5064-1",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5065","fl5065-1",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5065","fl5065-2",0,1,1,1,0,1,"Haspel-ok","Not Haspel-ok"
"fl5066","fl5066-1",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5066","fl5066-2",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5066","fl5066-3",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5066","fl5066-4",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5066","fl5066-5",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl5067","fl5067-1",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5067","fl5067-2",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5067","fl5067-3",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5068","fl5068-1",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5068","fl5068-2",0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5068","fl5068-3",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5068","fl5068-4",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5069","fl5069-1",0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5069","fl5069-2",0,1,1,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl5069","fl5069-3",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5069","fl5069-4",0,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5070","fl5070-1",0,0,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl5070","fl5070-2",0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5070","fl5070-3",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5071","fl5071-1",0,1,0,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl5072","fl5072-1",0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5073","fl5073-1",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5073","fl5073-2",0,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl5073","fl5073-3",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl5073","fl5073-4",0,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5073","fl5073-5",0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl5073","fl5073-6",0,0,0,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl5073","fl5073-7",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5074","fl5074-1",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5074","fl5074-2",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl5074","fl5074-3",0,0,0,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl5074","fl5074-4",1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl5074","fl5074-5",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl5074","fl5074-6",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
